transaction_type,purchaseId,employeeId,department,location,purchaseDate,approvalDate,invoiceNumber,invoiceDate,paymentDate,vendorName,vendorRegistrationDate,contractDate,vendorBankAccount,vendorAddress,vendorContact,itemId,itemDescription,category,unitPrice,quantity,amountTotal,status,contractId,is_fraud,purchase_month,purchase_dayofweek,purchase_quarter,is_weekend,days_to_approval,days_purchase_to_invoice,days_invoice_to_payment,vendor_age_at_contract,log_amount,log_unitprice,amount_zscore,amount_vs_category_median,amount_consistency_ratio,employee_daily_tx,vendor_tx_count,invoice_frequency,amount_vs_employee_avg,transaction_type_enc,department_enc,location_enc,category_enc,itemDescription_enc,status_enc,employee_tx_frequency
expense,PO40566752,EMP0069,Legal,Makassar,2022-05-31,2022-06-02,INV7116679,2022-06-01,2022-06-16,UD Widodo (Persero) Tbk,2020-06-29,2021-06-23,BAYG30028580456685,"Gang Ahmad Yani No. 6, Bukittinggi, Jambi 30211",+62 (0097) 458 6803,ITEM686723,Catering,Pelatihan,2148000.0,2,4296000.0,Approved,CTR166199,0,5,1,2,0,2,1,15,359,15.273195147945485,14.580048200160132,0.10238572012494934,1.1356063611931375,0.9999997672253801,1,54,1,1.2520840994583018,0,3,3,4,2,0,51
expense,PO28096462,EMP0086,Finance,Surabaya,2023-03-19,2023-03-25,INV4259791,2023-03-21,2023-03-26,PD Laksita,2019-03-27,2019-10-03,CMLL11171711679132,"Jl. Kutai No. 33, Blitar, RI 09386",(0747) 445-8471,ITEM556301,Konsultasi IT,Komunikasi,401000.0,1,401000.0,Approved,CTR33256,0,3,6,1,1,6,2,5,190,12.901719200051183,12.901719200051183,-0.2050908053414075,0.733088239326802,0.9999975062406328,1,55,1,0.23472584489597137,0,0,6,1,7,0,32
expense,PO11495469,EMP0083,Marketing,Surabaya,2023-03-17,2023-03-26,INV716757,2023-03-19,2023-03-26,PT Uwais Gunarto (Persero) Tbk,2023-03-12,2023-03-16,YLRV90998192879751,"Gang Stasiun Wonokromo No. 32, Denpasar, Jambi 70750",+62-73-399-5182,ITEM768647,Alat Tulis,Makan & Hiburan,4322000.0,1,4322000.0,Approved,CTR150410,1,3,4,1,0,9,2,7,4,15.279229047423305,15.279229047423305,0.10443819500611115,12.209005059307742,0.9999997686256898,1,53,1,3.065246053016984,0,4,6,3,1,0,38
procurement,PO1871489,EMP0112,Procurement,Bandung,2024-08-22,2024-08-28,INV8435127,2024-08-23,2024-09-10,PD Setiawan (Persero) Tbk,2019-11-27,2020-05-05,PXQA45547669966856,"Jl. Jayawijaya No. 338, Banjar, Jawa Tengah 53862",+62-0115-180-5830,ITEM227769,Printer,Perlengkapan Kantor,462000.0,1,462000.0,Approved,CTR735016,0,8,3,3,0,6,1,18,160,13.043322334563697,13.043322334563697,-0.20027538350483554,0.9829766319646128,0.9999978355025205,2,41,1,0.2950452580207614,1,6,1,6,10,0,43
procurement,PO54304792,EMP0149,HR,Makassar,2022-08-05,2022-08-10,INV8877564,2022-08-07,2022-08-13,Perum Yuniar Gunarto,2019-10-16,2020-07-05,CPFJ81458588273069,"Gang Ahmad Dahlan No. 109, Tual, KB 70418",+62 (093) 642-1551,ITEM601994,Server,Perlengkapan Kantor,635000.0,1,635000.0,Approved,CTR848151,0,8,4,3,0,5,2,6,263,13.361381852676738,13.361381852676738,-0.18661853141095114,1.351060955189457,0.9999984251993304,1,44,1,0.1735424309146205,1,1,3,6,13,0,43
expense,PO60931137,EMP0012,Operations,Bandung,2024-03-08,2024-03-17,INV7473358,2024-03-12,2024-03-17,Perum Siregar Tbk,2020-04-20,2021-01-13,UZAV18625549749756,"Jl. Jend. A. Yani No. 1, Pasuruan, Kalimantan Barat 44765",082 815 9235,ITEM242074,Laptop,Perlengkapan Kantor,245000.0,2,490000.0,Approved,CTR549672,0,3,4,1,0,9,4,5,268,13.102162710901053,12.409017571151187,-0.19806502594050743,1.0425509732958016,0.9999979591878384,1,53,1,0.06804166607795582,0,5,1,6,8,0,32
expense,PO99044308,EMP0046,Procurement,Jakarta,2024-07-11,2024-07-19,INV9850294,2024-07-12,2024-07-31,Perum Putra Hasanah,2021-01-29,2021-04-13,NOTL38418175959450,"Gang Kiaracondong No. 60, Dumai, Gorontalo 97036",+62-0592-915-6001,ITEM444203,Konsultasi IT,Pelatihan,1469000.0,2,2938000.0,Approved,CTR202244,0,7,3,3,0,8,1,19,74,14.893239976083498,14.200093135890977,-0.004816621744964034,0.7766320971102043,0.9999996596325188,2,58,1,0.7524932534970725,0,6,2,4,7,0,34
expense,PO49501134,EMP0098,Legal,Bandung,2023-07-07,2023-07-15,INV2573063,2023-07-09,2023-07-14,Perum Utama Simanjuntak (Persero) Tbk,2020-01-06,2021-01-31,CFFS91506466223681,"Jl. K.H. Wahid Hasyim No. 187, Palopo, Jambi 00618",(068) 996-3157,ITEM446547,Laptop,Komunikasi,535000.0,1,535000.0,Approved,CTR130481,0,7,4,3,0,8,2,5,391,13.190023895035274,13.190023895035274,-0.19451266556926583,0.978060369176656,0.9999981308446152,1,40,1,0.23369625150021278,0,3,1,1,8,0,44
procurement,PO31112887,EMP0144,IT,Surabaya,2024-12-14,2024-12-23,INV7086869,2024-12-18,2024-12-23,PT Saragih Pudjiastuti,2019-07-09,2020-08-02,YFHI83919540565618,"Jl. Cihampelas No. 6, Banjar, SG 33215",+62 (664) 021-4982,ITEM935319,Security System,Perlengkapan Kantor,435000.0,1,435000.0,Approved,CTR551294,0,12,5,4,1,9,4,5,390,12.983103608918753,12.983103608918753,-0.20240679972758052,0.9255299456809666,0.99999770115471,1,42,1,0.143506422361431,1,2,6,6,12,0,27
procurement,PO6070103,EMP0048,IT,Medan,2022-04-03,2022-04-10,INV8037995,2022-04-07,2022-04-21,UD Damanik,2019-03-31,2019-07-30,WRNR64096032804137,"Jalan Kapten Muslihat No. 753, Tidore Kepulauan, SS 66149",+62 (821) 734 8596,ITEM421297,Server,Pelatihan,1160000.0,3,3479000.0,Approved,CTR425311,0,4,6,2,1,7,4,14,121,15.062255741572956,13.963931425151141,0.037890644051518395,0.9196402538619471,0.9997123564044953,1,47,1,2.1670660971166678,1,2,4,4,13,0,43
expense,PO76016785,EMP0139,IT,Yogyakarta,2023-10-25,2023-11-03,INV5335047,2023-10-26,2023-11-10,PD Pranowo (Persero) Tbk,2019-11-09,2020-03-29,UEWR26120117144929,"Jl. Rajawali Barat No. 4, Binjai, Bali 31230",+62 (12) 429 5475,ITEM466528,Kamera,Komunikasi,482000.0,1,482000.0,Approved,CTR591099,0,10,2,4,0,9,1,15,141,13.085701467719382,13.085701467719382,-0.1986965566731726,0.8811684073703704,0.9999979253155077,1,61,1,0.10145027081018225,0,2,7,1,5,0,42
expense,PO29575698,EMP0013,Legal,Bali,2024-03-18,2024-03-20,INV2720628,2024-03-21,2024-04-09,UD Natsir (Persero) Tbk,2021-02-06,2022-02-19,CKPP91178896032445,"Jalan Jend. A. Yani No. 7, Dumai, KT 68183",(007) 715-5243,ITEM811565,Proyektor,Transportasi,193000.0,2,386000.0,Approved,CTR17740,0,3,0,1,0,2,3,19,378,12.863595239117187,12.170450649220749,-0.2062749254651547,1.3543812126974992,0.9999974093331364,1,61,1,0.23923957350346658,0,3,0,7,11,0,45
expense,PO7878052,GHOST0035,HR,Yogyakarta,2023-09-12,2023-09-14,INV1750711,2023-09-14,2023-09-23,PT Nababan Purwanti,2020-05-12,2021-03-21,BHQY98271905014025,"Jl. Yos Sudarso No. 304, Pagaralam, Nusa Tenggara Barat 55517",+62 (930) 888-4436,ITEM451640,AC,Perlengkapan Kantor,2915000.0,1,2915000.0,Approved,CTR44738,1,9,1,3,0,2,2,9,313,14.885380720819844,14.885380720819844,-0.006632272601376411,6.2021144635862475,0.9999996569469445,1,58,1,0.9505948310468512,0,1,7,6,0,0,2
procurement,PO79741693,EMP0028,Procurement,Surabaya,2024-04-16,2024-04-24,INV86558,2024-04-19,2024-05-06,PT Mangunsong Tbk,2021-06-06,2022-05-25,NRCW76819552295648,"Jl. Rajiman No. 7, Blitar, BE 29001",+62 (040) 725 1511,ITEM675582,Security System,Perjalanan Dinas,1744000.0,1,1744000.0,Approved,CTR243362,0,4,1,2,0,8,3,17,353,14.371692456845393,14.371692456845393,-0.09907258359524133,1.1998615756026312,0.9999994266058334,1,45,1,0.8060028139558648,1,6,6,5,12,0,38
procurement,PO76305228,EMP0081,Operations,Yogyakarta,2023-06-11,2023-06-12,INV4746860,2023-06-12,2023-06-15,PD Uwais Oktaviani Tbk,2020-05-15,2020-10-29,RWIJ03283925005707,"Gg. Cihampelas No. 47, Sabang, Kepulauan Bangka Belitung 04666",+62 (75) 025 0637,ITEM667234,Security System,Perlengkapan Kantor,6957000.0,1,6957000.0,Approved,CTR744367,1,6,6,2,1,1,1,3,167,15.755259048645886,15.755259048645886,0.312448630077703,14.80209616575284,0.9999998562599028,1,48,1,3.138064572824662,1,5,7,6,12,0,34
procurement,PO23158164,EMP0097,HR,Jakarta,2023-06-05,2023-06-13,INV2437469,2023-06-07,2023-06-20,CV Hutasoit,2020-03-26,2020-08-04,LIDD59210264800939,"Gang Kiaracondong No. 11, Metro, Gorontalo 75730",+62-715-190-5634,ITEM514615,AC,Perlengkapan Kantor,160000.0,3,480000.0,Approved,CTR294341,0,6,0,2,0,8,2,13,131,13.081543466215237,11.982935344196433,-0.1988544393563389,1.021274422820377,0.9999979166710069,1,46,1,0.15267509512586755,1,1,2,6,0,0,43
procurement,PO17773312,EMP0137,Operations,Semarang,2024-10-21,2024-10-27,INV1501124,2024-10-22,2024-11-04,PT Wacana (Persero) Tbk,2021-01-14,2022-01-06,SRRP64742911026304,"Jalan Gardujati No. 303, Tarakan, MU 53557",(0437) 379-4629,ITEM45152,Konsultasi IT,Perlengkapan Kantor,364000.0,1,364000.0,Approved,CTR206366,0,10,0,4,0,6,1,13,357,12.804911893867851,12.804911893867851,-0.20801163497998393,0.7744664373054525,0.9999972527548001,1,59,1,0.388615636105687,1,5,5,6,7,0,35
expense,PO96334120,EMP0053,Procurement,Bali,2022-02-26,2022-02-28,INV9941352,2022-03-02,2022-03-06,PT Kuswandari (Persero) Tbk,2020-11-14,2021-08-21,EOKK13003142322530,"Jl. Ahmad Yani No. 02, Dumai, YO 81219",(0233) 813-9584,ITEM671249,Catering,Perjalanan Dinas,1502000.0,1,1502000.0,Approved,CTR240858,0,2,5,1,1,2,4,4,280,14.222308777084956,14.222308777084956,-0.11817638825836287,1.033367022107312,0.9999993342214819,1,47,1,1.1054208060196125,0,6,0,5,2,0,33
procurement,PO93004243,EMP0139,R&D,Bandung,2022-05-21,2022-05-22,INV9942147,2022-05-22,2022-05-25,CV Firmansyah Tbk,2020-01-02,2020-10-01,TNIC31232877583575,"Jalan Jayawijaya No. 81, Kupang, PA 31077",(061) 842-1879,ITEM858001,Furniture Kantor,Pelatihan,68164000.0,1,68164000.0,Approved,CTR569733,1,5,5,2,1,1,1,3,273,18.03742713887992,18.03742713887992,5.14421132435737,18.0184990699183,0.9999999853294996,1,48,1,14.347004687770255,1,7,1,4,3,0,42
procurement,PO62347410,EMP0122,R&D,Jakarta,2023-08-30,2023-09-07,INV407267,2023-09-02,2023-09-20,UD Tamba Pudjiastuti (Persero) Tbk,2021-05-08,2021-12-09,ATUG92803053785772,"Jl. Cikapayang No. 99, Bekasi, Kalimantan Timur 03994",+62 (27) 689-1777,ITEM773357,Security System,Komunikasi,305000.0,2,610000.0,Approved,CTR999081,0,8,2,3,0,8,3,18,215,13.321215875492413,12.628070334272698,-0.18859206495052983,1.1151716358836639,0.9999983606584252,1,44,1,0.44078996682372545,1,7,2,1,12,0,41
expense,PO18552036,EMP0013,Marketing,Semarang,2024-08-09,2024-08-17,INV9577199,2024-08-11,2024-08-18,Perum Hutagalung (Persero) Tbk,2020-03-19,2020-11-04,NCKT78656017136024,"Jl. Soekarno Hatta No. 824, Cirebon, JK 59067",0819007027,ITEM711424,Security System,Akomodasi,415000.0,2,830000.0,Approved,CTR775303,0,8,4,3,0,8,2,7,230,13.629182184591333,12.936036208848487,-0.17122496980223753,0.6650635696606012,0.9999987951821745,1,45,1,0.5144270621965732,0,4,5,0,12,0,45
procurement,PO89674112,EMP0013,Legal,Bandung,2024-11-15,2024-11-22,INV9300901,2024-11-19,2024-12-01,PD Pranowo Rajasa (Persero) Tbk,2020-07-08,2020-09-07,UPCD68387000798773,"Jl. Tubagus Ismail No. 13, Lhokseumawe, KT 93720",+62 (099) 222 5871,ITEM371014,Software License,Perjalanan Dinas,1425000.0,1,1425000.0,Approved,CTR385594,0,11,4,4,0,7,4,12,61,14.169683073439028,14.169683073439028,-0.12425487156026517,0.9803914823588012,0.9999992982461064,1,49,1,0.8832030887109842,1,3,1,5,14,0,45
expense,PO49571980,EMP0044,Finance,Makassar,2023-01-09,2023-01-16,INV1317119,2023-01-11,2023-01-25,UD Hidayanto (Persero) Tbk,2019-04-08,2019-06-08,WHCM72383836730567,"Gg. Kebonjati No. 85, Pasuruan, KT 91534",(028) 100-1030,ITEM850044,Meja Kantor,Komunikasi,623000.0,1,623000.0,Approved,CTR461348,0,1,0,1,0,7,2,14,61,13.342303402904738,13.342303402904738,-0.1875658275099489,1.1389375887795452,0.9999983948661398,1,43,1,0.3998487287426753,0,0,3,1,9,0,34
procurement,PO47505416,EMP0093,Operations,Bali,2022-09-26,2022-10-05,INV5483975,2022-09-30,2022-10-18,Perum Riyanti,2020-03-13,2020-12-13,RTTB62051392685832,"Jalan Ciumbuleuit No. 1, Sukabumi, KI 72071",(073) 653 9381,ITEM190782,Jasa Cleaning,Lain-lain,954000.0,1,954000.0,Approved,CTR173996,0,9,0,3,0,9,4,18,275,13.768419998647904,13.768419998647904,-0.1614362434459273,1.1480130589493875,0.9999989517830694,1,52,1,0.5484106233986725,1,5,0,2,4,0,35
procurement,PO45811954,EMP0126,Operations,Yogyakarta,2022-11-24,2022-12-03,INV8059054,2022-11-25,2022-12-09,PT Nababan Purwanti,2020-05-12,2021-01-25,IPFF30364784169057,"Jalan Gedebage Selatan No. 170, Kupang, BE 93507",082 967 6343,ITEM216258,Proyektor,Perjalanan Dinas,1323000.0,1,1323000.0,Approved,CTR660091,0,11,3,4,0,9,1,14,258,14.095413198954706,14.095413198954706,-0.13230688840174615,0.9102160920425924,0.9999992441426726,1,58,1,1.0844253406349667,1,5,7,5,11,0,26
expense,PO64755803,EMP0008,Marketing,Yogyakarta,2022-09-18,2022-09-22,INV3120061,2022-09-20,2022-10-09,Perum Pradipta (Persero) Tbk,2019-03-09,2019-11-20,SQEI34118048888357,"Jl. Indragiri No. 8, Dumai, Kalimantan Utara 82946",+62-95-777-2687,ITEM780910,Security System,Pelatihan,1010000.0,2,2019000.0,Approved,CTR841207,0,9,6,3,1,4,2,19,256,14.518113392589552,13.825461878915961,-0.07736371465987596,0.5337032689126966,0.9995044556908635,1,51,1,0.9659722231988377,0,4,7,4,12,0,33
procurement,PO2754213,EMP0054,Legal,Semarang,2024-07-15,2024-07-18,INV4059950,2024-07-16,2024-07-25,PT Mangunsong Tbk,2021-06-06,2022-05-05,NOUH97670059552346,"Gang Kebonjati No. 32, Tarakan, BA 49437",+62-999-218-3302,ITEM62815,Laptop,Makan & Hiburan,220000.0,2,440000.0,Approved,CTR317806,0,7,0,3,0,3,1,9,333,12.994532278619134,12.301387370778713,-0.20201209301966477,1.2429343419933843,0.9999977272778926,1,45,1,0.20500280351687486,1,3,5,3,8,0,45
procurement,PO98689777,EMP0108,R&D,Yogyakarta,2022-12-27,2022-12-31,INV6000254,2022-12-29,2023-01-01,UD Anggriawan Aryani,2021-08-28,2022-08-26,VHLJ17753339230014,"Jalan Laswi No. 08, Kotamobagu, AC 24713",(071) 329-0749,ITEM372473,Meja Kantor,Transportasi,148000.0,2,296000.0,Approved,CTR480386,0,12,1,4,0,4,2,3,363,12.598118111678868,11.904974309480183,-0.2133796462076379,1.038592847042642,0.999996621633035,1,42,1,0.49526913720332283,1,7,7,7,9,0,26
procurement,PO85139196,EMP0111,Procurement,Semarang,2024-01-09,2024-01-15,INV2836212,2024-01-11,2024-01-20,PD Mustofa Suwarno Tbk,2021-06-17,2022-03-07,FORO46828048583683,"Jl. Suryakencana No. 2, Bandung, Kepulauan Riau 26058",+62 (013) 390-3773,ITEM516890,Software License,Perjalanan Dinas,200000000.0,1,200000000.0,Approved,CTR220433,1,1,1,1,0,6,2,9,263,19.11382792951231,19.11382792951231,15.551522033313114,137.59880454158613,0.999999995,1,50,1,26.544650872492287,1,6,5,5,14,0,38
procurement,PO31774582,EMP0045,Procurement,Yogyakarta,2023-03-26,2023-04-01,INV7764208,2023-03-28,2023-04-02,PT Anggriawan (Persero) Tbk,2020-12-01,2021-09-04,VKGU96915239376193,"Jl. M.H Thamrin No. 82, Sibolga, MU 94893",(0303) 513 9785,ITEM563635,Printer,Makan & Hiburan,147000.0,3,442000.0,Approved,CTR77920,0,3,6,1,1,6,2,5,277,12.999067423500716,11.898194668458823,-0.20185421033649847,1.2485840435478996,1.002265300985712,1,56,1,0.41202752833954376,1,6,7,3,10,0,35
procurement,PO29668845,EMP0016,IT,Jakarta,2022-05-05,2022-05-11,INV7758988,2022-05-07,2022-05-13,CV Saputra Habibi,2019-03-05,2019-10-11,JIGQ17582670581667,"Jalan Siliwangi No. 06, Denpasar, KS 88987",0886095097,ITEM532655,Kendaraan Operasional,Lain-lain,458000.0,3,1374000.0,Approved,CTR27027,0,5,3,2,0,6,2,6,220,14.133237479566205,13.034626646500051,-0.12828087998100565,1.6534276132038348,0.9999992721984918,1,59,1,0.559673906446474,1,2,2,2,6,0,32
expense,PO56997024,EMP0053,HR,Medan,2022-09-30,2022-10-09,INV9684242,2022-10-03,2022-10-21,PD Pranowo Rajasa (Persero) Tbk,2020-07-08,2021-08-06,XNRB83879799057435,"Jalan Moch. Ramdan No. 040, Tebingtinggi, JK 60948",+62 (636) 242 9558,ITEM717256,Security System,Perlengkapan Kantor,111000.0,3,332000.0,Approved,CTR482858,0,9,4,3,0,9,3,18,394,12.712893259942282,11.6172944892629,-0.21053775791064464,0.706381475784094,0.9969940030210119,1,49,1,0.2443406841534696,0,1,4,6,12,0,33
procurement,PO18014294,EMP0045,R&D,Yogyakarta,2023-10-07,2023-10-12,INV4815424,2023-10-08,2023-10-13,Perum Suryono Prakasa,2019-05-20,2020-01-26,SZLL22313407758332,"Jalan Rajawali Timur No. 61, Cirebon, Maluku Utara 38155",+62-012-206-1545,ITEM289071,Laptop,Perjalanan Dinas,413000.0,3,1240000.0,Approved,CTR678031,0,10,5,4,1,5,1,5,251,14.030622744032508,12.931205293247745,-0.13885901975314732,0.8531125881578341,1.0008062947487533,1,47,1,1.1559143328982675,1,7,7,5,8,0,35
expense,PO55922415,EMP0034,Marketing,Jakarta,2024-01-21,2024-01-22,INV5493985,2024-01-24,2024-01-29,Perum Yuniar Gunarto,2019-10-16,2020-03-13,VKCX67461003163218,"Jalan Pasteur No. 6, Salatiga, Sulawesi Tengah 44910",+62 (184) 076-8793,ITEM771398,Proyektor,Perlengkapan Kantor,538000.0,1,538000.0,Approved,CTR411861,0,1,6,1,1,1,3,5,149,13.195615697878253,13.195615697878253,-0.19427584154451638,1.1446784155778391,0.9999981412673954,1,44,1,0.651849523497306,0,4,2,6,11,0,35
procurement,PO62821432,EMP0075,HR,Bandung,2023-03-17,2023-03-21,INV5894184,2023-03-20,2023-04-03,CV Pratama (Persero) Tbk,2020-11-13,2021-10-22,LYPS53668194988773,"Jl. Rajiman No. 781, Jayapura, GO 06594",+62-94-040-9397,ITEM587381,Alat Tulis,Lain-lain,362000.0,3,1085000.0,Approved,CTR270273,0,3,4,1,0,4,3,14,343,13.897091466615258,12.799402253235032,-0.15109492769853508,1.3056542651573224,0.9990782697253502,1,56,1,0.28995181989529134,1,1,1,2,1,0,27
procurement,PO82292133,EMP0002,Procurement,Medan,2023-12-01,2023-12-09,INV1771497,2023-12-03,2023-12-17,PT Saragih Pudjiastuti,2019-07-09,2020-07-27,KKAH05124207603092,"Jl. Astana Anyar No. 1, Tangerang, Sumatera Utara 44739",(098) 382 9606,ITEM973892,Konsultasi IT,Akomodasi,255000.0,3,765000.0,Approved,CTR73389,0,12,4,4,0,8,2,14,384,13.547632419997361,12.449022745701502,-0.17635615700514207,0.6129802780606747,0.9999986928121662,1,42,1,0.07421914546404357,1,6,4,0,7,0,32
procurement,PO20636465,EMP0009,IT,Semarang,2022-11-04,2022-11-09,INV1678968,2022-11-06,2022-11-20,UD Prasetya Nainggolan,2020-03-21,2021-03-27,HRVD35611404507741,"Jl. Siliwangi No. 3, Palu, Maluku 83249",+62 (0193) 618 0754,ITEM384990,Proyektor,Perjalanan Dinas,1581000.0,1,1581000.0,Approved,CTR717873,0,11,4,4,0,5,2,14,371,14.273568748702479,14.273568748702479,-0.11194002227329426,1.0877185499012385,0.9999993674893312,1,50,1,0.703243374318625,1,2,5,5,11,0,26
procurement,PO86861284,EMP0150,Procurement,Makassar,2022-08-02,2022-08-07,INV-DUP-0032,2022-08-06,2022-08-22,Perum Wibowo,2020-03-09,2020-10-05,VUVJ64880970638872,"Jalan Kapten Muslihat No. 616, Metro, Sulawesi Tengah 60801",+62-096-175-0790,ITEM251943,Kamera,Pelatihan,16457000.0,1,16457000.0,Approved,CTR837848,1,8,1,3,0,5,4,16,210,16.616261537341934,16.616261537341934,1.0623913751175977,4.350249973499875,0.9999999392355874,1,42,1,4.614798587709097,1,6,3,4,5,0,37
expense,PO23506524,EMP0040,Marketing,Semarang,2022-10-14,2022-10-19,INV8443301,2022-10-15,2022-10-24,UD Hidayanto (Persero) Tbk,2019-04-08,2019-10-06,PNJT21458778559246,"Gg. Moch. Ramdan No. 42, Banda Aceh, Jawa Tengah 59455",+62 (010) 141 3470,ITEM833281,Jasa Cleaning,Perlengkapan Kantor,111000.0,3,333000.0,Approved,CTR168002,0,10,4,4,0,5,1,9,181,12.715900771961074,11.6172944892629,-0.21045881656906149,0.7085091308316366,0.999996997006015,1,43,1,0.18124083023902565,0,4,5,6,4,0,39
expense,PO51736767,EMP0131,R&D,Semarang,2023-12-05,2023-12-14,INV6401468,2023-12-09,2023-12-23,UD Tamba Adriansyah Tbk,2020-07-18,2020-12-31,DIWX40754952618661,"Jalan Cihampelas No. 608, Bandung, SB 43024",+62 (082) 000-5873,ITEM670272,Security System,Transportasi,104000.0,3,311000.0,Approved,CTR948338,0,12,1,4,0,9,4,14,166,12.647551406590285,11.552155793461898,-0.21219552608389072,1.0912242413184514,0.9967916769497533,1,46,1,0.09613818399034876,0,7,5,7,12,0,27
procurement,PO62801257,EMP0110,Procurement,Bandung,2024-07-08,2024-07-15,INV1188826,2024-07-12,2024-07-25,PT Pradipta,2019-07-02,2019-12-16,UFLO44624460614628,"Jalan Pelajar Pejuang No. 391, Pematangsiantar, Bengkulu 44521",+62 (013) 660-5735,ITEM251127,Konsultasi IT,Makan & Hiburan,401000.0,1,401000.0,Approved,CTR589034,0,7,0,3,0,7,4,13,167,12.901719200051183,12.901719200051183,-0.2050908053414075,1.1327651616803343,0.9999975062406328,1,56,1,0.4359069963616441,1,6,1,3,7,0,25
procurement,PO62923086,EMP0101,Legal,Medan,2022-02-02,2022-02-09,INV9507371,2022-02-03,2022-02-07,UD Nuraini Simanjuntak (Persero) Tbk,2022-01-12,2022-01-26,JOHW49855404431373,"Gg. Veteran No. 150, Sungai Penuh, Kalimantan Timur 40010",+62 (0159) 003 8032,ITEM244130,Meja Kantor,Lain-lain,14437000.0,1,14437000.0,Approved,CTR365968,1,2,2,1,0,7,1,4,14,16.485304982878418,16.485304982878418,0.9029298651196412,17.373023618503467,0.9999999307335367,1,48,1,5.446628375382982,1,3,4,2,9,0,27
procurement,PO433825,EMP0057,R&D,Bali,2022-11-03,2022-11-06,INV8355709,2022-11-06,2022-11-10,Perum Hastuti (Persero) Tbk,2020-03-11,2020-10-21,YLEI81740814179780,"Jl. Tebet Barat Dalam No. 63, Surabaya, YO 42815",+62 (800) 001 6493,ITEM529858,Proyektor,Transportasi,184000.0,2,368000.0,Approved,CTR119934,0,11,3,4,0,3,3,4,224,12.81584093453868,12.122696471358964,-0.20769586961365136,1.291223539566528,0.9999972826160799,1,43,1,0.3865415273484695,1,7,0,7,11,0,32
expense,PO23420524,EMP0070,HR,Surabaya,2024-07-17,2024-07-22,INV5940010,2024-07-19,2024-07-29,PT Nuraini Wasita,2019-06-10,2019-10-22,GBPY07511252877990,"Gang Gedebage Selatan No. 66, Pasuruan, Nusa Tenggara Barat 43543",+62 (0235) 731-2960,ITEM189400,Kamera,Komunikasi,149000.0,3,447000.0,Approved,CTR346858,0,7,2,3,0,5,2,10,134,13.010316110729669,11.91170829631447,-0.20145950362858275,0.8171831495737668,0.9999977628685395,1,52,1,0.14457036783678806,0,1,6,1,5,0,37
procurement,PO66328727,EMP0134,Procurement,Surabaya,2024-04-12,2024-04-19,INV8175103,2024-04-13,2024-04-22,PD Pudjiastuti,2020-11-17,2021-02-21,JCHW90643789880841,"Jalan Cempaka No. 467, Kota Administrasi Jakarta Pusat, JI 14635",(093) 070 1143,ITEM293440,Proyektor,Perjalanan Dinas,468000.0,3,1404000.0,Approved,CTR821751,0,4,4,2,0,7,1,9,96,14.154836575818353,13.056225711649638,-0.12591263973351124,0.9659436078819347,0.9999992877497951,1,47,1,0.2470494644659892,1,6,6,5,11,0,42
expense,PO93093099,EMP0022,Finance,Bandung,2022-12-02,2022-12-11,INV8762529,2022-12-04,2022-12-17,UD Widodo (Persero) Tbk,2020-06-29,2021-04-18,NXPZ48047918368137,"Jl. Yos Sudarso No. 5, Samarinda, SU 05737",+62 (0980) 704 3244,ITEM475853,Konsultasi IT,Pelatihan,3437000.0,1,3437000.0,Approved,CTR121968,0,12,4,4,0,9,2,13,293,15.05010984678334,15.05010984678334,0.034575107705026226,0.9085379570346399,0.9999997090486735,1,54,1,1.0589942527916647,0,0,1,4,7,0,32
procurement,PO4460291,EMP0149,HR,Surabaya,2024-08-16,2024-08-17,INV8894491,2024-08-17,2024-08-21,PT Nuraini Wasita,2019-06-10,2019-11-15,VRET52530495240249,"Gg. Ciumbuleuit No. 361, Payakumbuh, YO 69085",+62 (823) 509 3196,ITEM369694,Kendaraan Operasional,Lain-lain,1667000.0,1,1667000.0,Approved,CTR362773,1,8,4,3,0,1,1,4,158,14.326536761612775,14.326536761612775,-0.10515106689714364,2.0060144331956278,0.9999994001203358,17,52,1,0.4555830430467281,1,1,6,2,6,0,43
expense,PO55972590,EMP0115,Procurement,Bali,2024-01-07,2024-01-10,INV5543804,2024-01-11,2024-01-23,PD Ramadan Prasetya,2020-01-06,2020-04-03,RZMV45378578625101,"Gang Erlangga No. 8, Kota Administrasi Jakarta Barat, KB 18604",0887435083,ITEM448884,Catering,Komunikasi,179000.0,3,536000.0,Approved,CTR495103,0,1,6,1,1,3,4,12,88,13.19189130572284,12.095146671399466,-0.19443372422768268,0.9798885193994161,0.9981359438809239,1,43,1,0.46057962571031086,0,6,0,1,2,0,24
procurement,PO64729687,EMP0106,Finance,Surabaya,2024-08-20,2024-08-28,INV9051986,2024-08-21,2024-08-27,UD Widodo (Persero) Tbk,2020-06-29,2020-09-06,RSJZ14226371584200,"Jalan Kutisari Selatan No. 341, Manado, NT 26945",+62-798-746-4140,ITEM832282,Jasa Cleaning,Perjalanan Dinas,50000000.0,1,50000000.0,Approved,CTR889140,1,8,1,3,0,8,1,6,69,17.72753358339242,17.72753358339242,3.710320795841091,34.39970113539653,0.9999999800000005,1,54,1,18.256997176737958,1,0,6,5,4,0,40
